Index,TCOO,Cooling_Cost,Heating_Cost
37,335512.09,"340.06,176.38,262.64,356.06,716.46,763.61,88.74,274.25,760.13,1003.66,199.9,475.18,987.99,1064.29,693.49,1019.96,558.74,223.9,637.68,620.74,275.65,618.52,557.5,1303.45,781.56,392.31,126.58,440.74,115.56,483.25","14789.82,15150.63,14278.16,14632.74,13483.78,14452.21,14936.77,13461.45,16337.91,14845.26,14430.12,14303.31,13857.39,14545.67,15691.45,12852.51,13455.4,16049.47,14753.7,13695.12,14586.13,12604.76,16346.5,15356.26,14542.02,13862.05,15009.47,13974.26,15193.6,13249.56"
38,336921.75,"465.12,1507.75,398.92,441.53,290.29,254.17,400.41,978.52,562.6,656.42,460.57,1171.73,274.73,297.56,944.29,130.56,441.53,1451.18,750.82,111.07,1097.82,714.61,484.68,209.41,827.56,1400.98,652.31,419.54,904.47,926.29","13653.26,14354.06,14987.36,15079.71,14904.66,14551.53,14650.51,14995.42,15318.93,13066.64,14034.59,15068.09,13504.22,13923.63,13786.34,14589.37,12747.77,15293.3,15170.5,14470.56,14564.16,15452.16,15226.66,14184.05,12660.94,14426.51,13185.4,15092.82,15281.31,16369.72"
39,330293.85,"1292.97,1069.84,424.66,1498.8,1270.68,1040.05,503.25,1267.76,142.41,403.5,594.59,1259.18,339.13,387.05,702.67,191.98,721.55,755.59,728.81,939.52,831.8,624.15,335.27,526.59,433.62,123.91,1060.59,213.8,724.6,684.12","13455.67,13182.36,14734.09,13149.56,13815.31,15377.3,13154.81,12592.7,14499.28,13571.86,14283.44,12613.48,14257.59,13340.06,13475.94,15825.32,14982.23,15289.18,15737.78,14640.77,14592.87,12983.48,14063.17,14338.02,15650.93,14531.03,14466.88,12781.24,13841.72,13490.97"
40,340145.17,"1291.87,732.37,437.94,824.81,402.71,695.14,269.77,151.52,177.76,689.99,977.0,1433.38,136.01,1282.69,161.15,213.38,1158.05,582.33,500.44,639.66,584.95,620.88,700.99,951.71,149.09,1139.18,1186.65,425.64,738.07,340.22","13008.37,16017.77,13028.99,13289.25,14862.08,13403.25,15027.87,14391.16,16546.48,14960.07,14978.96,14536.67,15356.1,15649.35,14999.74,16003.62,14791.57,14433.52,15075.23,14683.67,15622.25,15824.0,15350.67,14456.12,12796.23,13384.26,13074.57,14309.35,13898.31,14923.85"
41,335448.15,"668.52,106.66,837.27,628.82,655.28,543.05,585.12,1087.42,793.04,959.8,414.7,336.12,561.37,907.21,887.85,549.0,1384.08,706.33,230.72,392.31,1174.98,222.68,394.38,521.27,794.08,774.1,233.31,329.61,334.36,156.36","15215.69,15196.91,15268.3,15670.62,12870.41,15464.5,13629.0,13816.13,13868.36,15371.62,15650.93,14752.96,13367.4,13873.72,13455.4,13201.53,14208.7,13667.56,13494.25,14436.14,14088.19,13221.11,15376.83,13413.17,13679.98,16312.45,14168.91,14674.19,14378.67,15832.41"
42,335129.31,"965.3,440.09,1167.95,578.74,1319.48,406.29,674.2,245.72,1217.93,295.02,686.39,940.4,296.12,162.86,544.94,496.31,228.95,454.19,229.23,933.29,1174.55,152.33,817.06,151.23,98.92,180.98,504.18,253.07,207.36,844.05","14772.07,14167.83,13965.41,13481.49,13918.74,12452.48,17071.5,14718.4,12777.16,12395.62,14883.31,15285.3,14410.46,14249.09,14663.56,15386.93,13787.13,13998.17,14977.29,15132.11,16333.76,14397.39,14433.63,15185.64,13350.45,15828.6,16124.94,15341.43,13413.97,14121.23"
43,329146.96,"985.82,360.51,1029.09,157.38,1129.16,612.3,516.89,506.28,539.82,586.36,1285.52,408.16,689.38,932.9,643.4,233.98,697.0,390.82,448.44,275.65,477.86,817.68,212.68,249.8,627.06,658.17,710.55,590.8,192.44,1456.45","14221.95,13489.27,12809.26,13789.98,13322.27,15213.17,13840.18,13456.2,16546.48,13508.12,14347.65,15157.48,14907.92,12574.38,13927.09,15376.49,13655.87,14452.74,14181.31,14521.81,13445.64,13690.99,13712.51,13301.0,13820.33,13779.99,14289.26,14757.94,15910.59,13888.67"
44,339383.42,"240.27,483.04,397.51,471.34,348.37,281.09,1161.93,306.52,1061.97,329.72,150.37,607.7,1118.04,415.46,740.42,267.43,657.99,243.61,1265.35,166.59,780.95,699.86,1122.12,793.95,620.8,522.94,550.7,905.95,626.39,838.93","15052.52,15165.32,15001.38,13227.6,14773.82,13753.18,14070.38,14210.22,16655.51,14138.34,15687.44,15147.47,15701.63,14235.75,14236.84,15056.45,14489.43,16345.65,12903.03,13653.57,14692.44,14049.56,13793.39,15419.33,12449.31,16055.07,15533.71,13596.88,16060.92,14114.27"
45,329006.02,"243.4,366.17,495.72,1262.27,480.72,102.0,711.46,159.63,961.63,183.36,835.59,829.85,651.71,520.69,490.03,156.68,396.99,141.97,945.25,340.04,441.46,574.62,236.87,793.77,221.67,483.14,1157.2,86.95,108.94,515.6","13364.85,13670.19,15329.08,13590.12,14149.53,13979.42,12589.76,15122.74,13344.62,15282.41,14169.15,14002.26,12431.81,14087.48,15245.0,15568.08,16025.32,13011.88,14836.73,14972.45,13924.82,13543.46,14938.18,13301.77,14499.37,13645.08,14428.62,15080.11,14883.3,15188.64"
46,337061.37,"465.86,447.42,866.31,1305.89,1207.66,810.56,1411.16,812.53,358.62,231.0,771.36,1438.58,786.18,784.84,908.72,211.01,1015.62,427.03,335.47,438.22,485.19,918.04,979.21,156.58,290.79,862.18,156.72,1195.4,606.16,941.32","12810.64,15543.12,13935.16,13105.45,13880.96,15158.37,13829.28,14643.97,14785.38,14498.57,12832.97,14559.74,15691.07,13991.86,15207.28,13016.84,14686.1,13816.13,14064.24,13485.99,16445.2,14637.93,15640.15,14801.61,14564.98,15232.61,15132.85,14096.26,13852.74,15550.45"
