Index,TCOO,Cooling_Cost,Heating_Cost
34,317776.56,"729.02,1386.3,1419.27,705.38,703.54,197.79,377.8,648.87,1475.71,849.91,455.74,892.5,760.75,426.98,1043.6,379.36,815.48,891.66,716.77,393.72,836.6,212.05,764.53,437.71,300.23,409.34,308.64,823.74,410.64,471.81","14977.98,15642.9,14597.31,14989.87,15533.82,14659.16,15422.16,15708.79,15216.34,13784.07,13054.52,16878.82,15148.51,16505.11,14428.47,14577.83,13803.41,13790.01,15642.49,16095.54,14336.15,14711.24,16965.63,13808.48,15226.18,15725.19,14326.17,13752.61,16158.94,15234.78"
35,317457.68,"470.92,615.48,993.53,521.4,648.34,1377.66,392.0,144.3,233.85,1104.12,1170.7,369.76,587.06,1147.02,171.25,362.34,901.4,203.77,1342.47,1010.79,139.44,626.29,881.4,561.59,391.9,1013.57,988.73,1133.18,1369.67,845.06","14499.9,14075.18,16049.25,14472.99,13913.27,15135.02,16674.34,15904.11,13790.67,14594.67,15157.6,15996.84,16122.28,16432.67,14408.87,13273.59,15123.34,14284.89,14891.78,14948.38,15297.33,15792.25,15517.07,13358.56,15709.57,15256.46,15803.75,16110.48,12999.26,15323.8"
36,321355.46,"865.69,1262.51,354.36,1240.58,1362.98,378.73,868.7,879.18,1203.24,495.58,701.04,1025.14,833.69,692.12,247.6,148.11,1264.79,1090.29,1954.74,468.74,767.93,593.79,1111.34,781.94,886.96,1086.73,827.7,476.49,817.19,267.91","15201.87,14301.16,16210.63,14085.61,16100.28,13729.63,16571.51,14697.84,14699.06,15060.57,15065.54,14432.05,14682.12,14208.14,15239.31,15042.96,14860.04,16168.39,16174.06,14276.46,13949.15,13651.98,14515.16,15712.87,15204.71,15094.72,17209.51,16660.87,16107.34,14343.16"
37,318602.09,"460.66,280.37,785.71,1081.62,1297.34,964.63,653.6,873.96,766.71,417.88,1453.03,987.13,441.12,1074.36,578.39,600.26,369.76,440.34,681.94,315.91,1450.62,582.28,109.77,612.93,500.11,569.43,653.1,243.13,424.73,476.49","14919.4,16019.89,15826.59,14354.47,15088.38,13779.85,14549.54,14528.24,15544.92,14107.41,16439.21,14336.15,14683.63,15244.58,15947.2,15084.26,15063.2,16644.5,14337.07,17258.39,15636.5,16525.86,14978.29,14492.35,13750.34,15121.3,14948.21,14780.32,14527.95,13549.84"
38,316637.41,"845.74,899.27,350.42,676.21,281.85,435.32,443.78,275.3,698.22,1043.52,509.37,399.45,676.29,268.95,845.82,935.91,193.27,648.76,809.77,506.74,1015.21,617.74,495.85,529.78,549.31,1058.8,699.06,908.55,728.19,873.92","14162.63,14876.97,12925.08,13293.47,15185.43,16154.12,15443.52,14974.75,16548.02,15554.64,14989.0,16305.14,14088.94,14960.27,15790.18,15909.64,14870.57,13539.23,16154.38,15269.46,15910.58,15943.28,13445.13,14686.77,16349.12,14656.11,16009.07,14579.05,15017.67,16025.92"
39,319071.85,"600.93,1334.33,214.89,573.72,1069.01,672.24,1586.92,276.45,326.88,1413.04,766.35,1165.01,315.32,642.67,99.31,181.16,607.52,469.72,188.73,878.88,370.53,978.68,660.13,1252.71,815.48,582.45,1076.39,810.65,774.06,914.25","16361.8,14808.82,15529.42,14414.31,16013.74,14981.38,15801.33,16123.05,15199.1,15092.26,15071.45,13764.86,14694.67,14579.08,13425.04,14288.5,16528.09,14083.41,14088.94,16646.22,15006.31,16706.32,14730.59,13608.51,14075.95,16449.73,12944.88,13504.05,15860.57,16948.36"
40,317657.41,"1212.24,820.1,840.47,1049.39,651.8,1184.01,1222.34,159.0,656.93,563.42,175.36,820.36,753.83,400.83,271.13,573.63,1151.39,667.71,567.82,829.63,685.57,740.72,414.8,903.71,1326.18,251.15,501.57,695.51,1689.38,273.26","15587.91,15553.43,14761.35,13947.24,17985.66,13653.36,13847.39,15637.17,15943.94,14999.02,14444.99,17023.83,12954.0,13592.62,17555.5,15319.29,13681.06,13417.27,15084.28,15368.07,13243.01,13467.01,16228.92,16667.41,13897.5,14639.38,15146.6,15279.16,14094.02,15502.51"
41,315159.86,"771.9,553.77,210.29,730.08,227.85,143.03,303.91,201.1,544.22,457.62,1004.65,988.66,977.97,111.31,1215.83,970.99,603.78,749.51,1246.64,1005.41,1863.99,1208.63,710.62,1240.16,256.51,474.13,151.49,916.29,1832.88,901.7","13350.78,16576.79,15441.41,14715.69,15910.58,15329.54,14770.52,13273.25,13464.25,13722.82,15312.25,15170.49,15452.39,15620.58,16770.85,13535.81,14121.13,14889.16,14597.46,13592.62,15852.68,14387.75,15112.87,15641.18,14388.17,17147.63,14257.69,14821.24,15208.03,15502.4"
42,320268.88,"500.51,789.24,195.99,304.55,1050.27,620.77,1617.47,537.47,739.03,555.61,551.42,437.24,602.75,253.09,273.38,698.79,811.4,1435.32,526.58,1269.04,940.06,353.99,794.98,963.07,280.54,277.54,1697.1,341.63,316.7,342.86","14623.51,14118.98,14959.36,16032.97,15749.6,15442.68,15608.2,16823.54,14597.88,15209.43,15988.5,15144.43,13730.75,14789.71,15157.6,15541.41,16273.2,14741.56,14702.47,15706.45,14886.3,15735.93,15743.69,13883.13,16649.34,15159.93,14289.26,15355.5,14202.97,14457.31"
43,317162.14,"964.41,652.83,840.33,811.39,971.9,1334.33,791.82,983.77,461.24,527.81,235.2,313.04,598.55,402.37,326.86,1144.14,272.17,725.48,863.08,407.45,1657.05,974.5,767.93,620.57,545.17,259.37,1300.09,1184.74,1062.25,1067.46","13306.67,16075.16,13684.71,15223.37,12924.4,15947.2,14549.29,16019.45,15040.51,14063.31,16693.09,15728.75,16574.43,14420.63,13535.08,15384.42,15728.31,15828.18,15114.69,14011.5,13780.43,13737.05,16015.41,14685.83,14458.73,15297.24,16229.17,15256.46,16418.89,13766.6"
