Index,TCOO,Cooling_Cost,Heating_Cost,Energy_Cost_Above_Threshold
2303,24285.5,"887.05,539.39,1505.3,857.86,367.1,458.21,296.97,1152.31,179.65,1396.84,196.04,392.56,677.48,838.52,600.36,425.22,867.18,1502.22,422.15,833.07,284.5,335.41,335.89,1309.0,392.85,1712.64,358.93,1081.52,499.02,784.79",[],7
2304,23795.85,"669.52,362.36,438.21,883.7,830.64,480.3,1160.49,966.56,626.79,600.0,1477.92,603.08,707.64,128.69,1184.98,1029.19,387.32,357.62,619.62,683.18,999.59,365.43,797.84,619.61,817.44,261.15,1056.12,443.99,532.82,335.25",[],3
2305,21208.14,"935.46,548.47,827.39,531.76,285.54,203.44,156.25,620.91,261.98,1130.8,216.88,666.75,277.01,507.76,727.34,577.2,958.51,1082.27,117.74,684.53,1173.25,395.36,407.82,1025.17,449.02,187.59,450.1,486.41,557.06,404.42",[],3
2306,24025.51,"235.59,359.5,617.05,238.47,1000.66,1428.85,1107.7,554.26,595.51,425.7,627.72,1366.2,458.87,657.26,1593.93,556.94,1017.4,419.13,281.36,1058.05,823.22,548.25,330.27,1666.04,1131.63,516.17,415.65,597.21,216.55,202.0",[],6
2307,23262.53,"523.9,542.36,716.92,722.65,647.48,836.05,290.05,456.39,597.33,901.17,939.1,1265.8,579.25,410.06,1238.11,1118.12,665.02,662.77,649.12,735.34,198.97,518.03,887.17,624.99,235.61,667.95,962.39,288.51,577.93,183.37",[],3
2308,28294.25,"1406.66,1254.26,1178.32,1330.58,907.06,1083.61,1283.06,550.85,568.11,660.04,450.39,885.2,377.27,1257.85,1120.29,1038.93,708.14,872.71,764.99,1627.52,841.31,857.86,248.33,887.36,1179.63,1350.46,288.08,304.17,528.9,469.84",[],11
2309,24574.49,"882.58,1218.0,256.48,1077.96,782.99,1257.43,371.14,394.46,252.45,1291.58,305.44,1162.49,187.0,738.42,418.01,924.77,1124.32,158.63,320.39,212.22,1002.62,1251.09,636.85,1191.94,779.59,1168.1,635.35,613.22,533.45,595.06",[],9
2310,26693.73,"580.41,1478.41,638.17,1348.51,557.76,846.71,1386.66,1291.5,127.91,985.89,1080.91,1196.8,210.8,967.33,1051.82,509.43,850.26,1501.39,904.15,439.45,1122.88,984.22,860.29,906.37,278.07,410.37,275.6,702.77,200.77,154.23",[],8
2311,24626.32,"412.66,702.43,1254.6,614.15,1117.75,524.48,591.23,703.97,1467.24,492.56,1283.72,935.86,1295.96,726.45,371.02,1112.58,590.15,747.16,470.63,338.25,207.5,637.02,713.76,323.95,423.81,140.46,872.71,179.96,1176.98,809.65",[],7
2312,27267.2,"563.02,693.02,1080.37,1619.5,929.29,1107.75,298.14,1572.77,491.19,1258.41,613.46,476.57,373.95,712.77,1213.09,661.34,1334.45,850.91,992.55,883.29,587.94,1221.78,247.87,533.32,1452.69,1561.95,247.71,145.3,750.18,1104.69",[],11
2313,22788.62,"202.48,1025.26,281.32,252.83,1315.86,879.01,636.59,1486.39,772.35,336.79,175.47,577.2,387.2,1236.41,719.29,228.61,415.23,937.86,889.65,410.27,947.7,522.94,220.71,1112.19,497.73,202.14,326.66,677.55,729.29,585.66",[],4
2314,23839.78,"225.78,1021.1,650.53,679.15,122.96,972.01,450.39,415.16,506.3,662.86,885.64,1556.88,548.11,254.27,1532.33,1308.47,328.22,929.69,869.32,476.63,1454.11,87.93,440.23,234.86,906.99,762.33,358.47,822.8,933.14,652.0",[],4
2315,22935.18,"435.33,201.32,882.17,214.59,1589.77,856.74,1442.26,738.03,700.68,313.4,472.02,941.25,439.34,289.41,496.31,229.23,452.0,1379.61,705.68,259.45,228.1,1018.48,1403.55,216.31,265.5,266.75,337.79,742.83,931.05,753.57",[],4
2316,22724.96,"167.24,452.56,1054.72,787.59,243.8,751.01,521.14,1451.49,723.98,422.48,825.17,885.2,464.97,487.3,1045.46,1317.48,618.65,228.23,427.08,176.69,513.53,229.5,208.32,102.33,1372.48,418.61,878.35,508.01,541.03,1287.11",[],4
2317,22870.05,"962.17,344.44,201.43,96.55,1414.66,523.68,443.93,767.26,537.93,219.28,674.33,994.33,1534.41,302.81,826.08,1014.45,858.72,1153.22,314.7,382.63,241.21,596.13,281.49,1526.16,629.59,731.77,480.66,221.33,435.83,647.22",[],4
2318,22662.62,"821.67,263.08,565.12,400.9,498.74,842.46,653.0,1419.94,644.33,573.8,1202.54,382.49,274.33,753.46,339.14,554.41,1049.16,264.14,776.95,1413.87,498.06,382.49,1444.4,108.06,463.45,572.02,200.45,775.45,331.95,267.59",[],4
2319,24738.49,"626.79,826.65,545.39,327.46,211.01,242.2,1057.58,982.95,953.93,902.5,721.62,977.04,658.56,255.56,1075.74,556.73,707.64,1123.13,415.17,927.52,1026.94,195.73,962.17,925.48,1248.55,840.85,1520.94,938.35,548.67,610.43",[],4
2320,22584.2,"633.87,1656.13,280.59,646.9,408.41,334.77,357.68,670.41,1013.97,717.26,430.38,425.44,596.14,311.12,363.35,238.68,696.52,1094.86,608.94,929.52,685.63,820.51,1007.68,429.03,362.3,797.4,378.09,591.89,1107.75,268.06",[],3
2321,26882.75,"657.8,678.05,753.9,1166.98,1259.9,1057.64,194.36,1857.7,647.58,753.18,712.77,606.07,1150.6,861.4,537.62,923.45,490.61,1363.8,369.45,248.8,520.83,1385.66,799.82,246.16,534.2,1221.71,1228.82,676.42,897.27,1567.72",[],9
2322,25612.8,"1213.01,617.62,1175.04,1342.66,632.08,364.56,497.79,663.56,1197.85,733.9,735.52,744.05,534.33,1161.9,474.33,1052.07,696.15,559.81,797.84,1330.07,363.54,973.32,779.33,219.97,1101.46,199.12,717.81,260.78,1240.62,401.36",[],8
2323,24648.93,"214.49,1085.24,1147.37,1114.39,221.56,484.93,1022.73,525.36,1650.24,719.78,373.46,853.92,423.81,458.29,845.24,860.29,240.3,253.35,117.3,468.18,1259.31,1477.14,287.29,1028.9,641.53,1307.92,108.19,990.26,699.13,1240.39",[],8
2324,23050.13,"766.79,557.36,737.94,813.79,798.52,570.37,611.45,1210.56,536.12,855.77,754.18,182.22,334.77,464.77,883.59,784.05,1029.96,614.55,343.27,551.42,471.05,946.91,469.36,1227.07,638.8,452.2,147.21,668.07,161.3,508.77",[],2
2325,23920.91,"308.68,331.92,770.79,605.67,1268.12,510.02,562.76,923.32,363.72,748.17,1279.51,1520.24,955.31,562.76,441.45,1119.64,1525.91,402.71,197.24,493.58,1107.31,764.38,235.59,545.96,475.14,222.82,405.11,614.34,925.36,423.79",[],6
2326,26107.26,"1525.91,729.89,1591.51,850.38,908.02,1533.29,401.45,794.18,352.21,444.32,466.72,599.84,971.69,719.29,775.63,1205.27,549.23,636.42,222.01,962.42,575.8,1034.54,541.37,1172.94,107.63,809.65,524.54,580.95,429.27,1164.58",[],6
2327,22557.42,"248.03,687.4,410.29,650.77,824.63,935.46,742.57,937.72,180.0,248.24,501.81,546.15,1517.27,161.55,367.24,463.52,511.65,357.62,1301.83,1007.91,1084.28,328.05,951.83,795.46,306.31,1267.12,504.87,570.41,442.53,207.6",[],4
2328,24394.64,"1163.1,684.25,1080.37,737.51,308.24,1132.37,666.83,810.97,559.08,247.71,445.7,1416.6,395.06,666.75,612.26,249.21,1123.6,1477.92,1392.03,148.66,415.65,549.37,223.31,698.67,308.1,766.39,1165.88,639.28,491.34,537.93",[],8
2329,25323.81,"803.31,768.48,727.97,820.51,1350.02,867.45,1164.83,436.17,666.71,456.51,218.76,1012.72,498.3,699.15,210.04,1141.58,1223.6,782.49,1094.86,1172.53,605.07,460.2,243.44,385.01,881.25,312.52,1565.43,1280.07,244.73,721.11",[],8
2330,23302.04,"1010.95,1344.96,375.79,300.06,738.94,207.45,1104.37,861.05,311.38,941.15,194.84,634.21,806.94,537.4,473.99,742.65,746.1,268.14,863.05,476.87,585.46,1404.05,1021.7,988.66,673.69,372.95,229.45,393.8,342.28,707.64",[],3
2331,22613.61,"1114.98,997.92,135.08,557.62,1256.86,305.52,399.51,619.51,411.21,817.27,193.96,372.54,480.66,746.73,948.61,624.07,370.86,414.89,247.19,359.14,576.89,596.16,530.66,754.85,718.92,1082.2,359.84,1115.71,1156.65,984.27",[],5
2332,21509.64,"679.15,1150.55,298.77,564.37,488.92,270.03,340.43,931.98,799.4,406.25,973.17,506.3,1071.33,312.11,183.21,1269.43,112.5,249.24,107.14,450.1,860.31,280.06,463.08,659.53,161.55,636.28,648.97,628.82,1014.35,653.86",[],3
2333,24344.23,"986.36,1303.34,1126.72,395.81,651.33,845.24,1334.13,738.39,1552.81,198.84,336.49,302.36,424.79,403.74,1209.68,961.28,504.01,463.34,516.13,1119.64,1452.57,413.76,817.31,175.47,215.02,542.71,644.98,112.83,179.96,218.8",[],7
2334,23296.26,"666.83,364.12,1037.03,317.6,903.45,1066.41,214.49,1210.01,122.75,134.78,666.71,1157.95,792.2,287.08,363.35,303.55,1156.65,129.0,100.71,439.45,1310.29,139.66,1359.26,927.29,860.73,1632.6,370.3,516.56,787.12,1228.54",[],8
2335,23504.48,"1309.95,132.97,554.8,669.11,794.62,293.2,778.19,501.69,768.39,939.3,348.91,164.75,1359.26,1228.54,1218.94,371.93,693.48,529.31,1081.33,637.9,225.84,518.17,343.38,529.31,779.77,1141.9,376.51,915.09,680.95,270.85",[],6
2336,22245.89,"782.99,803.33,1147.19,613.19,869.67,119.92,853.75,148.66,348.46,655.84,202.48,693.62,96.59,789.3,280.2,817.27,725.39,1052.07,246.0,1207.01,938.84,1310.6,145.65,570.41,241.36,379.85,279.94,280.2,899.83,665.18",[],3
2337,26833.22,"923.16,1319.12,785.99,1025.71,740.19,309.85,1259.54,1454.11,486.12,584.06,1502.38,290.2,441.09,1058.05,113.32,567.06,598.19,1401.04,207.58,1295.96,1221.78,235.82,1289.03,1204.24,656.27,296.6,676.18,1418.83,644.7,1066.04",[],11
2338,24822.42,"692.02,865.71,954.23,222.83,792.09,700.15,1124.37,373.81,218.78,277.4,988.15,933.39,611.34,968.49,881.36,963.11,870.76,809.24,782.04,623.78,867.12,536.62,618.79,498.06,999.45,1141.9,1148.75,239.84,1232.41,707.28",[],4
2339,25028.25,"1353.18,99.02,128.11,710.03,305.64,899.98,993.35,1117.79,766.01,463.83,395.51,1988.72,305.06,541.69,1056.37,1029.92,1209.74,748.1,1056.98,1332.1,675.46,504.42,919.05,222.13,733.25,346.5,627.72,1236.7,621.48,176.12",[],6
2340,24356.41,"111.94,808.52,1103.94,454.3,609.24,417.71,655.56,498.71,584.01,495.32,439.16,1461.45,936.69,713.76,588.51,672.25,1350.46,1037.92,577.41,1134.7,1046.05,1301.71,131.51,319.59,821.52,999.45,847.38,957.51,204.16,845.47",[],5
2341,23886.12,"481.24,737.94,574.18,1092.22,1206.73,790.83,646.64,353.52,286.94,1025.26,943.11,941.77,827.27,180.25,150.52,110.93,1513.33,534.39,1328.71,372.54,463.26,860.95,1070.67,465.56,193.83,1154.15,557.36,136.02,1047.85,606.1",[],6
2342,24492.05,"548.06,245.03,983.37,332.66,627.06,370.52,255.25,932.19,1248.6,470.57,755.84,1196.16,735.7,977.54,934.38,887.56,608.71,453.23,563.27,747.16,769.48,1607.48,726.01,248.03,1178.71,1266.14,715.05,187.59,782.99,1165.98",[],6
2343,20704.73,"641.39,207.58,190.72,539.02,353.55,1020.29,916.03,666.75,440.23,110.68,786.28,1104.29,238.88,1007.07,363.54,90.52,215.57,431.78,113.8,456.69,453.38,923.74,183.37,372.54,824.26,543.19,1047.23,933.43,913.52,357.88",[],1
2344,22529.36,"400.34,571.0,270.05,742.13,1456.2,669.23,264.53,246.62,1224.09,936.33,99.78,430.79,467.7,1124.44,565.42,719.23,193.45,771.82,661.32,169.78,804.41,1526.16,351.97,600.0,369.19,139.66,562.11,324.93,713.91,1682.94",[],5
2345,23850.48,"1306.95,251.65,615.01,567.73,509.24,222.83,949.02,808.89,1231.39,187.79,851.81,401.35,1604.12,368.62,301.67,774.04,100.1,1017.72,557.8,1107.56,1201.43,702.8,653.22,274.17,233.01,743.45,1012.39,636.85,1175.56,587.39",[],6
2346,24520.62,"804.41,721.3,273.56,998.0,357.5,1471.01,1486.39,699.72,849.61,712.07,1030.93,134.29,1261.57,270.03,557.35,482.5,853.35,99.58,541.22,654.86,208.18,1042.9,435.71,595.41,825.28,619.32,1061.95,1037.03,296.01,1170.47",[],5
2347,22153.06,"125.15,1288.92,817.31,557.8,703.91,266.44,502.66,537.37,278.11,1476.45,459.04,783.53,393.57,821.66,441.96,653.23,1288.42,243.97,271.21,167.35,503.73,173.82,1401.04,172.04,747.77,236.38,673.17,1231.77,345.0,568.11",[],5
2348,26327.0,"1280.29,1326.21,1584.73,1255.29,356.9,889.32,578.04,776.66,771.32,1319.12,528.1,469.36,173.19,611.34,713.84,657.96,315.6,718.14,444.87,1039.28,777.61,592.4,305.39,1519.59,511.47,920.06,1093.06,666.33,274.88,1201.43",[],8
2349,23241.52,"91.98,1037.03,1241.07,853.75,173.54,687.52,364.82,670.41,1372.65,582.81,492.94,708.98,1312.3,695.43,100.09,148.04,595.87,398.08,293.84,860.27,731.77,100.5,610.87,1677.93,238.88,564.82,1124.37,487.62,747.16,1012.11",[],5
2350,23561.29,"109.62,720.43,305.06,1176.85,847.67,1502.26,605.95,828.8,467.75,501.73,351.14,532.0,244.54,1107.56,958.6,723.79,444.87,340.51,560.01,341.02,1194.37,508.46,931.05,1263.65,1136.8,1124.19,516.66,498.74,392.85,219.02",[],7
2351,25384.89,"1478.6,1042.9,579.92,1077.96,885.86,985.62,894.6,333.03,1332.44,1301.28,710.29,351.49,529.65,128.29,352.36,819.22,743.89,420.79,302.23,125.24,387.66,1011.65,775.58,1317.45,438.34,594.93,215.02,1185.0,573.15,1487.66",[],7
2352,25492.91,"666.18,1103.94,353.75,973.17,765.78,1691.72,735.77,659.82,467.78,1176.23,1293.97,560.46,338.63,414.57,585.65,827.27,719.78,537.62,749.6,225.17,505.44,991.97,484.15,1207.01,488.5,419.13,1204.45,601.95,1115.85,1279.6",[],8
2353,23814.02,"250.01,848.17,902.7,1548.28,201.25,556.02,524.48,1105.18,766.39,439.31,601.46,780.82,342.06,936.33,315.68,458.1,219.05,215.65,88.7,447.93,1366.2,950.22,718.06,997.57,1011.88,793.33,1167.45,297.47,1267.49,1115.84",[],6
2354,25411.7,"181.04,405.57,1682.94,802.58,712.77,566.76,559.89,136.03,1124.89,1341.2,1185.73,721.78,561.91,1166.81,139.65,488.52,857.55,410.56,763.76,977.46,1157.99,1161.78,711.2,671.99,242.55,462.03,1163.6,1293.68,929.39,1000.04",[],9
2355,23784.46,"357.02,216.65,831.83,1472.29,124.98,234.07,780.1,414.57,785.08,487.15,1047.62,727.71,97.32,227.64,161.57,576.89,1178.7,1132.77,563.02,1256.67,825.17,1103.58,1010.6,1717.56,1151.08,449.53,839.47,238.99,769.16,973.32",[],7
2356,23216.98,"144.66,1452.57,466.25,531.41,504.15,153.66,1176.85,361.5,1265.95,630.71,369.82,916.59,414.78,1331.76,1005.97,174.48,602.47,497.79,903.68,344.97,157.57,935.19,1141.39,246.5,519.14,703.07,911.66,460.84,873.9,758.29",[],5
2357,23825.61,"296.71,1195.05,1334.63,794.69,508.53,1341.95,707.95,100.1,440.23,1002.83,624.75,193.82,465.56,223.52,355.88,475.99,1078.35,369.71,477.95,240.03,1159.02,370.67,1386.66,524.59,1165.27,655.36,789.98,939.9,965.58,650.77",[],7
2358,23909.98,"787.77,1153.64,719.46,227.31,848.91,634.47,152.81,1124.19,920.06,1347.71,211.85,839.19,885.17,573.23,564.39,1144.91,183.07,1337.65,620.2,529.65,491.34,452.35,1237.09,482.18,724.4,687.11,357.88,652.45,180.29,166.63",[],6
2359,24102.73,"830.5,332.24,767.26,1145.8,559.89,531.85,854.63,944.69,198.97,542.36,696.52,676.94,781.46,886.27,402.37,615.04,461.05,512.04,363.68,365.54,1391.84,812.75,928.86,951.83,558.53,830.54,740.96,1288.41,797.84,863.22",[],3
2360,22562.85,"656.59,1556.88,355.32,420.66,327.32,754.64,413.15,1443.68,728.28,276.11,1178.41,163.89,323.34,1177.62,243.44,416.51,649.22,150.0,195.4,449.54,305.06,722.57,499.93,931.02,933.1,1472.29,327.46,288.18,953.28,273.53",[],5
2361,26307.51,"1028.9,783.53,261.98,585.65,462.95,832.66,631.36,992.0,1043.36,1066.74,637.02,512.53,778.72,1046.05,706.66,538.96,1441.29,1092.22,1523.45,1581.07,879.16,1047.57,650.8,1180.2,447.7,704.8,717.95,619.84,435.97,398.43",[],6
2362,22890.81,"372.54,759.78,240.03,672.7,1049.16,675.99,346.91,480.66,273.64,1201.16,745.98,1053.02,850.26,615.26,355.49,672.37,660.76,365.83,684.25,1348.51,355.06,1066.75,282.42,1280.57,126.54,320.13,359.68,632.75,944.69,745.31",[],4
2363,23932.13,"1002.62,685.63,726.39,372.95,406.97,179.96,911.71,893.37,954.33,1002.62,867.95,492.86,792.89,569.28,515.14,1160.74,1406.89,548.12,677.48,929.69,385.38,582.05,213.91,375.79,704.64,550.41,531.36,553.14,427.19,1367.04",[],3
2364,26213.89,"296.2,743.26,802.41,997.57,960.86,657.15,1065.89,1230.98,251.74,472.73,974.83,736.69,1024.64,1236.34,949.02,443.99,920.29,973.98,652.74,1118.12,696.36,938.56,1125.6,1362.45,1238.44,169.01,350.51,1282.43,212.67,483.41",[],8
2365,22238.84,"835.81,462.92,431.59,991.38,473.26,1104.51,1075.04,829.52,498.87,781.71,140.35,883.8,460.78,893.61,877.47,552.65,300.06,325.77,1124.16,450.1,457.64,179.89,153.52,319.59,856.4,302.56,160.02,559.06,482.65,593.19",[],3
2366,24976.56,"631.98,760.33,1234.9,867.12,736.58,1090.35,1265.8,259.9,368.12,997.92,528.23,213.39,1333.98,1280.34,749.98,950.23,818.31,430.32,971.43,800.46,655.56,379.97,710.29,224.33,793.33,234.26,390.29,682.0,303.03,1068.69",[],6
2367,22488.98,"824.89,265.01,560.14,351.39,921.49,478.1,319.59,1291.99,330.27,505.2,125.28,613.71,949.5,457.64,831.8,1235.74,511.7,631.62,505.31,767.8,1225.1,410.32,1183.98,560.51,519.4,808.2,663.88,224.67,612.39,251.21",[],4
2368,22783.22,"152.81,390.29,1098.0,209.19,281.79,351.12,233.01,602.32,453.79,679.15,1340.58,565.76,1114.29,831.28,592.4,1039.85,1328.9,500.29,523.94,336.26,188.4,513.94,921.58,587.21,1453.37,953.21,721.35,1234.39,149.57,797.84",[],6
2369,20780.45,"272.73,614.86,161.67,361.01,943.71,149.57,334.77,648.05,1232.6,263.08,960.84,427.78,166.77,206.74,605.47,221.33,1067.66,590.15,1018.67,620.25,971.69,756.62,603.55,955.86,342.28,672.37,207.14,431.59,322.77,408.91",[],2
2370,24589.19,"672.34,299.82,594.3,901.41,1299.48,573.78,817.95,946.91,855.15,843.94,439.24,931.28,698.67,131.26,555.55,439.57,797.89,349.7,552.9,1059.88,183.37,990.04,691.15,808.12,1266.48,1069.35,937.86,634.41,1142.1,822.51",[],5
2371,23859.02,"1420.4,789.89,1012.11,725.45,818.22,424.0,941.77,531.76,290.05,575.03,477.95,512.55,131.16,196.02,918.35,175.84,726.01,1302.64,229.23,791.27,1019.51,1263.65,385.41,304.56,1104.7,778.19,1180.2,1011.71,375.81,117.09",[],5
2372,23093.41,"486.65,178.48,1204.67,928.51,619.61,343.38,753.15,319.59,457.82,1061.95,406.34,1185.86,471.1,326.23,882.39,1120.41,413.31,760.88,533.73,1406.66,293.66,157.88,393.78,899.87,1100.0,87.35,875.71,193.63,461.04,1554.93",[],7
2373,25024.19,"1454.22,597.17,1538.88,587.83,587.3,1419.38,828.3,650.85,860.12,889.32,407.24,552.9,350.85,737.04,275.6,849.36,699.72,610.37,800.97,606.67,716.08,687.22,385.13,1510.85,443.34,604.41,197.79,647.85,443.93,505.16",[],4
2374,22315.13,"227.95,956.94,1399.25,1217.07,317.75,341.72,492.52,464.03,728.49,315.93,271.34,143.68,1095.17,415.16,704.66,867.2,218.76,525.36,1420.4,244.67,619.2,782.06,812.34,561.81,125.62,444.87,1363.12,258.62,208.14,723.79",[],5
2375,22280.32,"618.03,123.56,1407.6,415.49,646.95,350.86,167.24,599.76,475.07,301.67,632.79,1066.41,1042.9,102.01,179.89,399.6,926.41,926.0,346.91,561.16,1581.07,298.98,508.22,391.54,580.05,884.13,538.99,1116.99,1342.45,604.51",[],5
2376,24069.81,"382.08,485.49,1043.7,825.11,695.18,395.13,485.4,668.43,526.35,784.11,508.01,967.76,922.42,643.15,494.99,945.06,1168.62,495.13,1248.38,903.09,1458.94,1435.52,555.47,330.27,249.65,218.8,568.66,416.34,1004.75,435.3",[],4
2377,21797.21,"972.74,424.84,298.94,473.26,1017.72,867.65,458.81,813.75,444.87,230.25,1232.48,214.95,740.96,462.03,249.24,591.43,646.89,977.54,469.36,223.73,657.8,535.83,1419.38,106.36,612.15,809.83,718.14,178.48,114.28,429.71",[],2
2378,23293.76,"515.61,844.48,164.18,1193.9,568.6,617.92,667.94,309.76,544.0,845.39,240.06,725.56,202.14,1064.52,1449.33,275.85,694.45,394.54,466.95,703.91,1116.82,499.0,1316.64,587.94,1020.53,1005.34,647.55,804.04,172.66,705.03",[],5
2379,21829.47,"777.92,473.2,297.68,522.49,722.13,1496.58,235.08,971.84,668.24,385.01,407.82,949.85,533.2,488.52,602.92,296.55,322.36,1093.63,474.54,138.64,865.64,108.06,419.09,144.22,908.64,1456.45,395.31,142.75,220.07,1009.86",[],3
2380,22040.31,"355.32,296.71,544.09,146.21,1098.24,1294.81,493.93,537.65,738.03,520.5,205.24,180.71,543.19,663.94,1039.95,1088.68,167.91,574.74,501.69,121.41,787.45,1108.4,276.46,1225.86,650.85,739.78,680.51,638.62,1121.62,237.38",[],6
2381,25054.8,"784.29,496.91,760.69,684.34,513.94,1130.16,931.05,508.46,904.15,1384.51,1471.01,963.38,1317.45,662.77,423.42,706.5,567.06,639.28,516.41,383.61,140.07,874.67,153.52,938.18,838.52,339.71,521.03,351.54,1557.66,668.18",[],5
2382,24035.01,"506.4,537.65,1300.66,926.73,1112.58,698.74,678.04,237.05,208.88,1310.03,1269.43,1691.72,224.89,181.85,1171.24,465.15,941.21,346.34,570.3,244.5,521.77,259.51,792.09,367.79,725.84,1061.68,370.38,874.1,358.13,387.73",[],7
2383,25514.41,"376.8,97.32,1239.46,341.2,1360.52,1075.6,1174.12,832.06,625.48,1114.29,504.85,634.42,1557.66,695.85,829.29,1149.13,1294.82,495.35,1237.49,1116.16,230.86,1107.31,421.99,286.87,612.82,308.11,496.57,162.42,856.5,484.56",[],11
2384,23300.18,"324.8,1400.79,1153.25,306.17,406.36,1268.36,372.83,633.5,1007.7,139.04,722.57,183.37,177.07,157.62,759.92,1131.08,130.62,1086.91,317.53,477.05,1220.32,1045.95,626.9,693.48,675.11,1332.1,754.64,1011.88,371.4,98.74",[],7
2385,24872.74,"693.02,991.24,367.4,482.06,683.44,793.76,393.85,1299.48,608.78,463.11,950.46,1462.34,636.33,264.39,1036.37,973.5,312.6,537.93,409.63,1304.73,338.12,935.19,1539.59,446.38,1289.48,222.93,276.88,745.37,1209.68,981.36",[],6
2386,24247.27,"822.8,635.9,992.55,308.24,298.14,760.33,920.56,636.33,1026.97,557.62,783.81,534.74,808.12,1395.34,640.58,883.71,475.28,875.2,882.39,96.57,1589.65,879.16,473.26,470.42,688.25,812.72,598.77,230.37,348.91,767.69",[],2
2387,23491.96,"289.39,686.38,266.33,566.52,713.91,550.1,180.13,1058.27,1287.49,1083.22,354.26,544.87,1288.41,847.38,881.38,978.66,1194.16,509.09,471.33,1312.59,1077.77,432.92,625.32,711.41,505.25,172.93,670.17,183.2,459.54,213.54",[],6
2388,27448.66,"1286.58,733.25,1124.44,463.09,930.51,1621.67,106.42,313.71,1476.45,1012.63,814.63,385.01,633.11,1649.79,1376.0,791.23,1118.4,492.94,1287.4,320.39,140.35,805.53,517.93,1426.24,611.52,1283.25,1111.16,1133.94,523.46,325.61",[],12
2389,22454.97,"759.31,1306.95,920.29,98.05,358.47,168.51,1103.85,680.38,246.55,508.77,1098.0,749.14,398.33,508.77,131.51,336.1,215.57,1229.74,375.79,935.19,570.3,274.33,370.33,304.34,863.22,753.62,747.16,998.0,1321.2,505.16",[],5
2390,23269.25,"610.65,712.56,467.1,1070.67,464.73,733.55,1205.41,804.62,395.11,738.7,337.12,531.76,122.84,911.66,423.81,1168.1,375.31,371.92,910.65,1055.68,713.47,680.88,253.82,357.98,1354.57,1523.45,200.16,617.53,416.51,302.16",[],5
2391,23036.63,"1376.0,1215.36,452.32,346.26,329.52,589.44,292.4,1111.99,198.02,573.81,628.13,1228.89,308.24,309.58,461.23,571.83,925.62,827.03,1363.12,363.44,366.9,330.21,273.11,350.32,782.63,1025.17,721.11,347.13,736.78,995.17",[],5
2392,24743.3,"1350.8,463.52,1086.15,715.5,586.09,366.78,727.04,105.85,706.36,522.86,1042.82,289.41,784.06,794.71,221.04,1269.26,173.19,1472.29,404.74,392.85,307.51,1068.93,342.04,1107.75,1157.2,1122.87,1221.01,884.55,1309.95,724.41",[],10
2393,23787.28,"644.11,997.57,984.87,988.66,960.84,505.16,1151.83,480.43,265.74,704.13,721.78,587.21,191.37,638.62,373.58,763.73,483.53,941.21,764.92,566.41,800.67,1231.57,678.47,388.61,560.14,679.99,928.28,692.59,179.85,277.4",[],2
2394,20683.78,"298.14,447.45,669.23,915.09,192.53,147.77,700.47,688.66,248.33,231.9,459.54,962.42,1045.95,324.8,534.64,722.0,139.65,1214.54,410.04,284.67,668.43,801.39,394.46,808.12,174.36,533.73,213.54,439.4,1299.6,393.31",[],2
2395,24399.09,"525.75,605.29,908.22,781.98,334.72,521.07,1229.33,1153.22,597.36,907.65,988.24,591.67,418.31,917.1,1163.1,561.91,605.91,935.19,388.29,715.3,1254.46,1187.71,588.48,334.76,419.29,520.26,122.88,872.76,183.37,958.98",[],5
2396,23362.61,"879.16,765.74,716.6,836.77,640.55,1243.55,844.04,868.89,120.42,169.22,560.84,167.49,198.41,933.1,1073.66,1170.05,1157.93,323.91,484.56,1266.14,139.17,936.81,451.8,131.24,353.86,755.97,696.09,568.53,616.73,502.08",[],5
2397,23074.05,"437.18,361.05,654.09,1263.65,695.39,1019.51,957.67,703.33,368.12,434.76,661.16,502.96,250.01,363.24,1099.28,856.18,99.02,1346.27,755.62,188.4,413.34,562.26,748.9,899.9,227.38,699.08,1129.47,419.41,1067.31,453.23",[],5
2398,27096.25,"1053.02,1498.58,691.01,607.72,553.8,1670.55,1259.31,1430.86,733.55,413.15,1262.41,732.61,409.78,857.96,468.62,297.94,965.25,1403.83,1060.67,1103.63,321.91,1008.47,293.63,772.51,412.86,280.59,1033.55,372.17,1278.45,330.28",[],9
2399,26069.01,"942.15,527.83,965.42,1279.76,1511.36,552.39,339.17,1346.27,88.7,732.76,1141.28,857.86,664.87,416.3,1505.3,796.37,1051.82,714.56,398.08,442.49,361.61,322.36,1060.94,412.66,925.62,120.07,456.4,1404.36,1210.56,1275.09",[],9
2400,22922.75,"630.19,821.72,849.39,773.97,839.15,1302.64,694.82,227.34,725.39,272.12,659.27,550.41,535.64,361.47,370.21,1400.22,865.69,608.71,977.46,134.49,140.64,619.62,501.1,325.81,1180.34,538.02,330.28,796.2,149.28,619.84",[],3
2401,25488.4,"341.2,1887.12,902.11,1124.37,863.08,1632.01,514.3,531.95,651.86,595.66,937.72,126.54,327.46,1233.24,558.99,492.04,255.56,712.77,1316.64,474.36,1011.76,844.04,301.82,145.81,974.34,986.89,573.15,1511.92,434.16,176.12",[],6
