Index,TCOO,Cooling_Cost,Heating_Cost
24,330871.9,"860.83,1150.12,1493.17,527.93,142.86,1439.84,711.34,1238.98,396.11,766.64,582.38,761.22,946.67,1270.78,856.03,1127.2,1404.27,498.8,967.54,1323.59,1469.72,527.57,417.6,687.65,1272.17,484.3,825.97,151.82,361.72,462.51","12077.62,12658.12,13020.83,12971.63,14154.12,13323.22,12697.67,11602.94,12016.96,11406.5,13447.44,13962.58,11250.76,11383.37,11644.72,12395.19,10770.27,11026.58,13135.67,12789.08,10792.11,12834.99,11901.19,11071.93,10929.52,12446.47,12465.7,11574.11,12350.58,13541.86"
25,327901.33,"916.35,645.64,152.05,380.49,204.79,623.36,879.35,863.65,211.48,420.62,276.16,796.67,877.26,511.77,191.45,177.25,1177.6,268.67,458.06,1368.9,720.07,333.94,410.05,1219.14,815.69,447.59,672.65,841.3,1198.0,268.2","12310.78,11669.6,13986.74,12030.12,11375.22,14478.29,12422.9,10909.51,11712.98,11959.83,11731.71,12215.21,12188.79,13448.82,13449.33,11691.89,13020.72,13777.41,11457.7,12862.84,12557.22,14156.43,11710.53,13005.01,13182.8,12800.44,10970.08,12748.79,12344.79,11477.19"
26,332290.19,"1336.32,181.42,675.51,1139.02,1117.23,561.74,89.47,614.02,505.52,498.69,963.49,595.17,635.51,964.39,398.35,1051.61,839.21,678.06,655.2,558.87,405.33,1493.14,703.23,695.9,752.19,887.21,1388.12,378.68,1293.07,1166.27","13100.08,11513.97,14708.06,12684.83,11845.26,12440.93,12125.12,12763.82,13230.02,12422.9,11492.56,13066.57,12791.92,13112.53,11397.53,11088.16,12302.4,12745.35,11574.44,13174.57,14472.98,11698.05,11799.14,13114.5,12078.14,12708.79,11045.17,11767.12,12216.24,13485.19"
27,330732.84,"615.56,1057.03,556.42,378.6,1251.08,1332.62,1131.1,573.63,392.75,769.84,585.45,1631.67,1359.21,438.37,718.79,809.79,1063.21,279.78,1132.64,348.32,993.13,524.99,275.06,869.34,550.52,149.26,839.32,561.02,1426.49,246.3","14189.25,12369.29,12713.95,12617.51,11529.7,11791.12,12651.13,11757.89,12429.02,12358.0,12622.37,12770.51,11615.43,13271.6,11639.35,11095.05,12057.63,11524.08,11397.95,13963.46,12752.77,13543.54,12318.38,12927.46,13944.98,12129.82,13191.33,11019.3,12032.72,10870.4"
28,330646.9,"962.46,887.14,538.53,163.22,327.9,327.63,972.3,514.55,809.29,129.64,1118.04,803.06,255.63,523.76,544.67,1167.63,316.34,569.74,942.39,323.87,355.08,1351.89,450.71,907.84,1144.09,597.78,744.62,747.56,716.79,148.69","12665.42,13279.73,12337.41,13603.9,13198.46,12315.18,13216.16,10942.04,12706.87,13012.22,11737.84,12680.18,12642.52,12818.64,11684.28,12205.83,13002.47,13078.22,11589.73,12719.53,11845.45,10955.12,13763.23,12823.39,11904.26,12117.14,11899.32,12530.35,13158.26,12498.63"
29,335266.07,"116.07,729.29,446.99,1328.65,1217.91,1090.34,401.22,1163.89,306.47,875.39,845.57,635.73,942.42,112.37,107.7,1406.95,107.32,444.36,454.58,381.28,209.28,1263.95,657.96,391.85,183.21,107.32,132.86,762.16,614.31,945.42","14658.51,12106.22,12430.89,13735.29,11531.53,13248.32,12155.12,13901.93,13648.22,13165.02,11622.26,13723.23,12121.25,13524.14,12319.46,12618.29,13513.27,12291.04,12044.34,12089.26,13702.02,12116.83,12234.33,11799.32,12643.3,13128.98,12753.35,11566.9,12648.49,11914.21"
30,323061.79,"462.12,1144.39,1091.52,1024.19,622.31,191.86,320.47,793.81,1024.19,359.05,1171.55,114.75,418.21,839.48,173.9,1113.88,640.93,972.08,1262.12,556.03,566.43,252.82,591.18,749.27,197.1,1007.3,727.89,403.37,202.21,880.57","12299.59,11494.95,12655.58,11799.1,12418.29,10841.57,11040.95,11536.58,12208.72,13408.89,11986.07,13550.38,12951.72,12388.63,12062.2,11398.35,12506.69,13323.59,12063.76,11553.83,12333.46,11065.45,13035.24,11263.32,11088.16,13130.42,11434.25,12642.97,12418.29,12080.02"
31,325896.83,"1479.95,1061.0,795.11,1013.94,154.79,1202.03,298.98,1043.7,466.85,477.94,1033.87,639.46,566.78,351.27,309.5,490.4,1368.9,766.29,292.56,960.48,284.94,418.28,260.4,680.64,283.96,603.25,445.85,1073.85,346.86,1381.65","12672.21,10944.59,12331.68,13474.04,13363.82,12252.59,11775.52,11892.57,13322.62,11869.54,12885.75,10903.03,11384.9,11652.61,11075.44,11165.1,11321.12,13600.37,13608.64,11887.31,12241.4,11932.87,13006.0,11237.52,13406.97,13464.5,12942.93,10937.75,11850.22,12469.02"
32,330543.31,"621.14,530.59,371.74,543.86,91.44,171.15,1107.47,1002.5,440.54,880.63,332.78,884.99,1032.09,274.77,443.97,765.32,763.29,915.83,1174.64,510.96,1213.86,1669.99,274.32,977.02,1314.73,361.67,894.67,829.03,159.37,1037.97","12274.09,12560.5,14200.54,11517.38,12254.17,13208.69,13615.33,11642.49,12460.37,12218.0,12626.76,11049.31,10824.39,13762.02,12818.64,12469.29,12607.92,12448.5,11122.46,11223.45,13208.84,13666.69,13040.08,12796.47,12760.67,11319.96,12885.75,13038.3,11666.49,12937.42"
33,325345.49,"355.65,378.37,561.77,203.46,1332.62,213.26,1084.68,306.2,456.88,505.27,404.22,1073.96,163.12,195.27,132.92,970.88,1085.55,469.32,546.49,151.32,220.85,1196.51,132.32,358.19,272.68,1349.57,454.34,851.91,686.63,701.48","11586.19,11025.39,11213.9,12858.03,13571.38,11158.91,12642.52,12080.61,13682.57,11652.61,13140.43,12364.76,12018.2,12776.09,12121.85,10977.74,12528.67,12608.26,13720.06,14425.54,11816.22,14291.14,11286.82,12714.6,12458.89,11465.16,12881.47,12553.75,11469.1,13380.43"
