Index,Final NPV,Cooling_Savings,Heating_Savings
45,-2813.26,[],"2261.9,2374.11,2673.99,2618.82,2834.12,2608.77,2526.09,2493.2,2861.95,2726.33,2842.14,2745.6,2704.69,2509.34,2339.58,2306.47,2847.79,2696.12,2610.59,2539.73,2453.57,2631.6,2535.31,2779.15,2627.26,2334.13,2351.57,2277.94,2589.15,2391.29"
46,-4977.48,[],"2555.0,2494.12,2715.12,2460.75,2274.33,2430.5,2265.06,2486.5,2188.49,2742.42,2295.03,2448.17,2671.19,2587.25,2411.75,2373.01,2534.69,2661.3,2231.12,2703.16,2488.74,2295.98,2369.7,2465.4,2470.4,2585.44,2456.58,2559.63,2652.84,2237.08"
47,-4353.31,[],"2904.94,2794.0,2192.76,2176.67,2595.62,2406.15,2745.11,2234.71,2514.39,2552.2,2233.44,2387.58,2374.11,2453.76,2377.85,2389.26,2226.94,2647.93,2525.34,2617.25,2327.19,2596.41,2491.08,2541.92,3029.28,2659.14,2554.95,2648.4,2455.28,2603.64"
48,-4190.45,[],"2310.97,2328.33,2574.21,2321.33,2585.95,2434.49,2530.94,2348.54,2545.04,2288.91,2541.17,2558.8,2728.6,2660.78,2381.35,2419.73,2402.93,2907.0,2646.44,2658.92,2424.84,2541.35,2324.12,2845.11,2504.1,2474.43,2664.78,2700.67,2746.53,2353.71"
49,-2028.58,[],"2997.17,2580.45,2390.25,2381.54,2544.64,2421.95,2450.49,2524.85,2653.39,2498.52,2845.88,2818.16,2459.75,2930.57,2674.11,2760.4,2495.86,2728.36,2710.74,2759.68,2648.59,2265.4,2885.82,2628.51,2555.1,2781.41,2185.2,2842.51,2766.47,2417.78"
50,-2055.98,[],"2487.85,2449.2,2417.71,2933.79,2427.16,2791.99,2501.52,2291.93,2610.52,3092.53,2621.12,2645.98,2410.63,2782.17,2749.78,2735.07,2547.02,2526.09,2564.0,2819.57,2533.06,2811.19,2542.57,2567.43,2518.73,2501.51,2689.01,2841.13,2723.84,2517.38"
51,-3096.4,[],"2441.14,2402.94,2564.95,2246.06,2824.57,2715.26,2723.57,2652.09,2406.02,2523.99,2306.41,2549.05,2419.67,2910.79,2720.07,2534.46,2255.65,2537.55,2468.34,2979.79,2401.2,2682.2,2479.1,2979.59,2323.28,2530.05,2820.95,2470.37,2579.52,2727.94"
52,-3048.65,[],"2434.99,2689.73,2810.99,2509.29,2188.49,2569.13,2384.03,2749.63,2528.09,2616.62,2919.95,2267.13,2816.97,2695.72,2649.3,2745.6,2301.14,2654.69,2366.28,2731.21,2646.56,2592.63,2652.93,2485.17,2551.95,2683.02,2499.05,2212.27,2495.64,2371.86"
53,-1865.47,[],"2839.85,2401.09,2703.03,2942.5,2346.08,2390.32,2514.12,2629.62,2755.5,2663.69,2884.44,2321.53,2380.58,2741.16,2734.9,2410.18,2631.62,2858.99,2646.43,2694.78,2349.17,2932.1,2695.21,2756.14,2788.61,2541.91,2658.06,2624.33,2575.26,2321.21"
54,-2013.63,[],"2951.16,2823.12,2991.06,2264.71,2611.68,2928.23,2747.14,2333.98,2240.74,2474.76,2702.19,2358.93,2804.12,2690.77,2736.1,2462.13,2908.0,2759.44,2186.86,2887.22,2535.04,2797.78,2313.65,2305.09,2431.66,2234.69,2682.24,2634.45,2707.42,2513.59"
