Index,Final NPV,Cooling_Savings,Heating_Savings
35,-11622.29,"53.37,17.04,44.06,66.12,51.97,39.88,57.57,56.63,40.46,43.99,48.33,70.4,19.11,29.21,45.2,57.52,31.8,50.15,16.91,66.48,46.53,25.12,21.09,44.77,67.97,53.52,30.83,61.68,24.72,59.94","2830.42,2420.08,2520.3,2607.41,2470.9,2402.9,2554.56,2625.71,2770.21,2503.9,2845.02,2730.62,2288.99,2884.43,2762.56,2576.91,2243.51,2819.8,2798.9,2456.62,2536.5,2316.55,2483.07,2589.4,2613.28,2859.22,2585.96,2518.82,2206.75,2536.73"
36,-10864.47,"55.78,21.03,45.02,42.37,48.49,30.86,24.44,35.45,53.81,31.95,40.58,56.18,22.69,39.91,69.27,55.89,48.41,49.24,70.25,44.06,73.07,41.91,15.97,61.18,23.5,64.04,29.36,44.44,19.48,40.53","2807.05,2550.7,2750.14,2606.14,2629.58,2508.63,3032.2,3094.92,2627.85,2763.13,2289.95,2402.9,2767.67,2507.9,2431.12,2488.5,2422.82,2747.67,2221.93,2522.31,2714.7,2746.38,2716.78,2617.16,2351.78,2539.96,2877.92,2582.0,2395.49,2598.31"
37,-11182.42,"53.08,73.13,29.56,81.39,35.01,30.86,41.87,34.01,40.82,45.89,49.43,43.17,32.77,56.16,42.6,54.1,33.49,19.24,55.76,37.53,26.48,63.99,17.17,30.77,39.65,57.67,39.73,39.88,44.32,56.4","2360.89,2359.02,2968.19,2636.02,2655.65,2691.16,2617.22,2427.08,2706.41,2466.82,3066.8,2715.89,2800.06,2830.76,2678.09,2438.33,2366.51,2759.52,2565.78,2398.1,2643.88,2273.76,2397.44,2515.21,2621.17,2471.82,2685.19,2269.95,3057.33,2606.14"
38,-10657.77,"46.2,25.68,61.77,46.24,59.41,51.82,41.89,23.11,54.34,63.22,54.99,37.9,77.62,60.37,64.67,26.96,48.3,71.75,58.88,34.47,53.62,30.32,52.46,61.81,64.49,31.16,35.91,49.65,52.59,51.42","2689.47,2657.72,2797.01,2766.77,2451.39,2565.78,2598.7,2812.17,2679.08,2721.31,2310.12,2353.29,2722.59,2507.72,2662.68,2823.0,2781.14,2727.23,2913.99,2541.35,2844.87,2725.69,2448.21,2429.5,2430.69,2278.82,2626.86,2761.92,2536.24,2318.57"
39,-12198.39,"45.45,63.76,50.03,33.18,47.11,49.29,49.01,36.63,34.44,29.73,30.83,55.54,32.3,44.67,74.34,55.76,46.05,21.85,16.47,37.71,45.89,23.08,33.39,63.38,59.76,21.78,64.83,50.57,48.49,25.02","2281.34,2375.97,2531.84,2522.31,2541.17,2730.21,2516.49,2604.32,2332.41,2622.17,2551.32,2247.31,2923.02,2457.93,2789.45,2710.84,2457.44,2715.75,2599.03,2354.32,2457.76,2769.82,2717.11,2660.11,2510.13,2370.36,2974.08,2840.38,2447.96,2501.3"
40,-11949.26,"10.34,59.11,45.84,52.97,72.62,25.37,68.79,50.98,54.04,29.6,38.69,25.02,43.67,37.52,61.2,68.13,61.52,61.84,41.75,57.63,55.46,38.85,56.38,31.68,52.41,20.38,54.52,46.58,61.57,25.85","2466.94,2676.45,2560.73,2787.03,2357.81,2720.24,2499.42,2794.06,2271.8,2740.31,2461.36,2797.72,2706.96,2386.91,2623.97,2759.52,2451.96,2247.83,2517.81,2393.44,2685.06,2421.25,2622.97,2470.37,2506.71,2331.55,2745.41,2628.57,2828.52,2362.72"
41,-10732.58,"41.95,48.95,42.8,66.01,27.2,16.9,64.56,32.56,71.09,56.51,56.92,59.83,34.94,73.45,54.32,44.95,60.35,59.55,60.63,56.38,35.58,27.18,51.48,23.09,52.25,67.96,28.45,29.57,27.83,55.65","2331.92,2495.09,2868.41,2319.72,2413.77,2781.98,2901.63,2861.96,2417.66,2550.12,2714.71,2740.01,2505.02,2681.42,2716.35,2479.82,2796.33,2630.29,2682.8,2655.2,2938.51,2645.8,2750.71,2631.62,2841.14,2439.56,2679.85,2655.02,2356.45,2361.86"
42,-10533.2,"57.27,44.85,68.1,69.97,39.08,32.04,48.52,12.45,58.9,69.82,50.13,41.49,35.7,17.48,26.71,44.86,53.78,39.14,40.18,29.37,16.42,27.18,63.07,12.08,21.08,80.55,29.38,63.0,54.34,52.21","2616.3,2669.76,2496.65,2852.67,2405.58,2662.11,2352.69,2940.54,2716.35,2964.72,2458.66,2840.59,2645.17,2463.82,2388.53,2406.55,2751.5,2755.1,2762.8,2952.63,2877.92,2374.39,2578.52,2545.75,2619.76,2533.53,2369.49,2424.84,2974.53,2741.98"
43,-11339.26,"60.26,56.17,30.02,60.68,56.6,52.65,71.43,56.08,26.04,34.31,55.95,69.57,46.21,45.06,43.85,39.07,56.2,28.05,39.77,34.32,30.81,35.21,44.27,59.41,46.01,51.94,33.58,46.35,74.69,40.18","2818.16,2505.75,2881.56,2727.13,2783.4,2222.37,2427.02,2661.48,2630.0,2386.85,2795.08,2668.73,2302.33,2743.66,2390.32,2636.08,2490.0,2448.52,2819.57,2937.35,2585.07,2251.91,2467.04,2693.09,2704.94,2357.36,2361.66,2525.88,2587.55,2787.45"
44,-11074.91,"44.52,53.95,19.54,53.76,59.93,27.37,63.41,28.24,55.41,44.73,57.79,69.6,15.78,55.66,56.68,23.78,54.61,43.31,62.62,42.76,52.21,46.7,22.72,44.11,24.64,20.94,39.07,36.69,55.01,12.25","2374.75,2381.2,2825.86,2354.66,2606.57,2668.62,2716.73,2761.52,2558.76,2541.21,3043.12,2685.17,2636.07,2583.12,2399.67,2221.27,2618.82,2815.74,2654.5,2648.29,2691.11,2437.64,3031.72,2358.58,2506.88,2881.61,2504.06,2594.08,2796.33,2714.38"
