Index,Final NPV,Cooling_Savings,Heating_Savings
96,111.71,[],"597.47,554.29,615.32,573.28,674.3,652.1,608.73,612.06,586.23,558.8,567.92,633.71,527.59,730.38,538.83,620.21,731.2,578.13,521.34,572.68,636.73,574.03,619.36,619.68,633.85,575.75,554.05,621.02,757.11,632.6"
97,263.87,[],"691.65,628.17,582.72,611.14,653.44,558.16,556.97,589.35,597.93,639.24,630.73,551.66,540.75,650.48,662.34,660.22,569.65,604.98,603.31,575.64,596.78,733.67,616.82,688.29,531.58,677.0,594.19,615.55,671.27,594.85"
98,317.34,[],"586.23,589.56,529.54,649.57,718.73,593.55,679.41,603.61,646.02,570.12,538.3,617.14,789.85,664.13,629.6,620.15,607.82,523.61,525.63,628.17,704.89,628.47,713.24,614.81,572.98,592.36,610.78,593.38,604.19,559.24"
99,469.41,[],"527.38,760.02,532.02,620.16,718.23,563.77,719.02,545.19,680.36,677.99,576.78,626.53,714.68,579.5,615.13,687.17,544.3,599.19,702.27,669.01,731.26,642.09,576.93,583.02,548.64,658.29,603.95,531.34,585.22,545.51"
100,213.67,[],"654.7,522.12,682.91,638.55,704.72,558.85,613.48,592.86,696.79,639.06,625.37,597.94,545.41,542.63,593.47,614.4,601.77,625.58,679.82,580.81,565.56,718.73,711.99,596.93,570.01,538.49,562.26,559.91,527.05,602.68"
101,280.46,[],"658.74,524.54,699.83,660.1,679.82,670.96,668.74,685.04,533.44,567.08,633.92,622.02,527.87,640.98,582.42,729.16,635.14,616.82,538.52,678.58,642.64,528.79,536.14,548.18,560.33,630.43,572.28,549.53,623.14,543.26"
102,523.26,[],"642.71,680.82,536.58,676.26,596.26,652.63,646.86,718.23,671.48,659.8,565.31,689.2,613.97,618.01,568.11,581.55,653.74,638.6,642.57,600.34,617.82,632.9,619.71,597.48,575.16,659.85,619.2,611.68,577.47,558.15"
103,-107.63,[],"580.46,637.17,560.02,536.68,630.94,541.97,601.0,675.21,550.47,526.19,622.96,550.63,523.74,629.47,674.92,562.46,548.45,601.52,542.98,588.72,616.54,559.91,693.71,684.3,636.01,546.09,668.81,626.08,653.89,656.38"
104,491.45,[],"565.62,521.32,675.38,664.34,622.65,576.15,582.0,639.03,557.36,611.49,722.89,707.36,564.3,782.2,648.57,747.66,561.38,656.17,664.82,589.61,707.5,680.92,625.14,648.78,573.06,566.0,551.76,525.44,570.78,690.06"
105,-67.28,[],"555.73,680.33,543.27,586.88,674.08,629.15,553.87,535.9,546.62,656.68,525.97,674.74,633.26,559.21,526.76,602.34,565.62,533.19,568.13,604.88,652.14,651.65,628.57,566.66,576.88,593.27,658.56,620.38,646.62,678.63"
