Index,Final NPV,Cooling_Savings,Heating_Savings
42,-9089.9,"29.56,15.64,29.7,29.51,35.13,15.62,27.62,30.31,28.05,23.14,22.15,23.32,37.28,19.63,24.53,23.0,31.49,14.97,34.08,28.63,11.76,22.09,15.47,28.69,19.18,18.3,9.57,22.43,25.66,22.22","619.93,611.53,637.22,663.45,548.42,598.15,741.03,598.77,542.13,563.51,605.04,670.32,598.95,727.98,655.08,626.02,541.06,609.56,674.4,625.6,621.41,606.85,613.83,542.23,623.8,668.29,603.15,531.97,552.63,536.93"
43,-9368.42,"32.63,7.42,28.18,18.42,28.63,28.72,9.18,31.74,21.36,15.16,30.56,26.03,10.05,12.0,17.22,17.67,23.24,25.32,27.09,26.89,30.87,30.8,13.46,34.18,28.4,16.22,26.09,31.94,22.96,25.05","658.26,640.47,660.86,559.38,671.19,584.55,538.99,544.91,575.1,601.63,561.39,543.81,525.64,614.61,528.63,710.39,679.54,592.42,577.13,589.87,529.8,629.51,625.95,670.78,589.6,584.61,697.71,657.75,551.49,603.59"
44,-9252.52,"28.48,29.22,32.17,17.32,15.79,19.98,29.32,14.85,24.81,28.36,28.73,23.85,29.95,18.68,38.14,15.34,12.86,22.76,14.76,32.93,23.2,7.2,31.23,25.92,39.97,25.58,10.4,27.51,31.51,30.13","607.16,613.22,614.78,590.6,581.72,581.47,528.81,609.04,569.16,649.74,539.56,642.9,633.16,595.71,593.61,644.19,595.67,705.52,644.82,569.3,603.15,610.54,630.13,646.31,636.58,580.29,642.89,691.79,540.37,598.9"
45,-8862.44,"25.84,19.69,25.67,11.78,42.29,20.37,33.19,22.48,27.39,28.37,24.75,20.47,34.98,30.86,24.02,17.49,9.05,19.62,26.67,27.46,28.44,28.14,22.13,24.67,33.89,26.61,31.53,33.73,11.62,19.89","604.11,526.36,621.71,640.03,722.62,673.81,682.82,617.97,688.99,558.93,750.8,651.7,593.71,571.99,533.98,550.68,614.46,566.78,595.41,586.26,678.91,603.16,634.07,735.68,635.53,535.67,636.46,671.09,612.2,674.67"
46,-9052.5,"24.17,15.95,19.21,22.29,31.29,18.09,21.08,32.95,24.34,11.07,25.6,10.46,36.35,23.3,22.28,29.75,25.89,26.26,14.12,38.83,21.65,34.66,26.55,19.08,29.25,6.83,40.13,15.06,6.42,23.25","554.25,706.57,553.84,670.24,580.4,542.23,625.33,597.66,697.71,661.75,521.47,641.36,605.41,592.82,587.96,708.92,691.26,698.52,643.68,664.91,612.98,619.91,563.89,592.42,634.8,577.84,568.9,670.78,628.71,528.35"
47,-9112.46,"17.79,16.36,20.74,22.99,28.69,13.33,23.36,28.42,31.5,12.65,30.68,20.09,22.24,26.89,32.54,32.45,25.71,20.89,32.48,27.81,28.38,28.32,29.41,27.56,9.32,32.93,28.19,30.75,33.6,26.02","654.55,686.4,619.1,583.87,704.82,694.47,549.88,554.54,630.99,578.25,566.33,723.45,569.43,540.29,543.47,582.89,660.77,589.99,637.59,603.17,649.8,610.31,621.37,581.25,586.56,559.06,591.05,627.54,652.19,558.92"
48,-9073.44,"23.91,27.38,16.86,7.97,31.9,26.21,9.22,31.26,22.09,12.57,23.15,24.51,7.67,17.01,30.08,6.84,30.85,31.01,32.5,23.85,19.86,15.09,28.59,23.16,26.06,31.96,19.53,10.62,21.68,17.93","556.97,675.52,667.32,635.75,577.78,647.09,618.02,555.32,676.77,616.49,640.39,596.37,537.44,606.96,696.97,574.22,540.63,567.35,731.14,586.72,679.28,735.1,651.86,594.01,553.88,618.67,628.64,559.97,675.88,541.3"
49,-9221.06,"36.51,11.04,25.36,30.5,38.5,23.56,24.54,23.8,37.59,11.46,12.96,27.51,27.51,22.19,10.41,16.73,25.97,20.81,33.58,38.2,15.29,26.31,11.14,19.53,21.1,28.75,15.27,23.39,24.29,28.68","654.84,689.45,659.48,585.49,606.45,568.19,525.19,624.24,553.17,522.37,569.35,526.84,682.66,532.07,723.56,570.18,569.28,653.82,626.72,724.49,614.61,594.24,624.66,548.07,639.04,663.45,576.76,633.18,607.2,623.6"
50,-9288.39,"9.01,28.1,33.83,24.52,31.3,31.91,35.3,10.77,26.2,25.69,15.86,34.41,19.04,32.24,16.47,18.17,27.2,23.25,19.27,8.74,29.77,21.85,17.01,19.43,10.61,24.64,29.23,34.7,28.21,10.46","598.48,650.96,673.24,628.88,605.21,554.99,604.62,659.38,557.81,599.34,550.02,607.89,635.28,620.03,583.36,582.93,661.53,708.69,630.16,542.31,671.66,554.89,564.05,586.64,521.96,533.82,571.28,525.83,662.07,650.9"
51,-9208.11,"28.61,26.72,8.89,22.75,21.44,21.24,7.73,13.46,11.47,25.06,22.41,22.59,31.15,25.06,42.29,36.94,12.08,9.31,24.98,30.93,13.16,20.43,31.89,21.11,27.89,25.3,13.04,19.86,20.47,28.63","632.39,605.25,640.47,631.9,617.67,593.56,684.01,569.53,560.23,585.04,655.44,645.78,572.69,600.01,696.97,681.68,539.7,581.71,628.1,595.99,626.92,647.46,557.68,549.49,607.02,636.6,562.56,565.46,607.4,594.51"
